                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    692,                0.64024,                0.52174,                0.84362,                0.41575,                0.39587,                0.38401,                0.29286,                0.99153,                 2.9669,                0.95264,              0.0098632,              0.0098632,              0.0098632
                    693,                0.56857,                0.51081,                0.83475,                 0.4492,                0.37272,                0.36748,                0.27487,                  1.007,                 2.9668,                 0.9544,               0.009863,               0.009863,               0.009863
                    694,                0.54821,                 0.5067,                0.83488,                0.38265,                0.40119,                0.38924,                 0.2963,                 0.9954,                 2.9834,                0.95599,              0.0098628,              0.0098628,              0.0098628
                    695,                0.57851,                0.52322,                0.83792,                0.43964,                0.36548,                0.38889,                0.29369,                0.98991,                 2.9454,                0.95355,              0.0098626,              0.0098626,              0.0098626
                    696,                 0.6094,                0.53085,                0.84989,                0.32561,                0.40237,                0.36468,                0.27687,                 1.0004,                 2.9854,                0.95047,              0.0098624,              0.0098624,              0.0098624
                    697,                0.56115,                0.49799,                0.82002,                0.34013,                0.39319,                0.37241,                0.28198,                0.99825,                 2.9903,                0.95112,              0.0098622,              0.0098622,              0.0098622
                    698,                0.57586,                 0.5247,                0.83609,                0.38299,                0.39608,                0.37676,                0.29015,                 1.0025,                 2.9935,                0.95427,               0.009862,               0.009862,               0.009862
                    699,                0.58678,                0.52656,                0.83397,                0.34945,                0.41776,                0.39046,                0.29789,                 1.0215,                 2.9597,                0.95822,              0.0098618,              0.0098618,              0.0098618
                    700,                0.62277,                0.50713,                0.84932,                0.33803,                0.41184,                0.38664,                0.29482,                 1.0145,                 2.9167,                0.94928,              0.0098616,              0.0098616,              0.0098616
                    701,                0.65489,                0.54104,                0.85927,                0.33467,                0.42768,                0.40471,                0.30774,                 1.0007,                 2.9345,                0.94528,              0.0098614,              0.0098614,              0.0098614
                    702,                0.59049,                0.54091,                0.84265,                0.37397,                0.41325,                0.41356,                0.31653,                0.99755,                 2.9432,                0.94851,              0.0098612,              0.0098612,              0.0098612
                    703,                0.56071,                0.53085,                0.83074,                0.37331,                 0.4547,                 0.4254,                0.32552,                0.99747,                 2.8391,                0.95307,               0.009861,               0.009861,               0.009861
                    704,                0.63415,                0.51121,                0.83286,                0.41451,                0.40832,                0.40892,                0.30883,                0.99165,                 2.8147,                0.95524,              0.0098608,              0.0098608,              0.0098608
                    705,                 0.5629,                0.52101,                0.83614,                0.40288,                0.40459,                0.40251,                0.30572,                0.99936,                 2.8481,                0.95064,              0.0098606,              0.0098606,              0.0098606
                    706,                0.58683,                0.52192,                0.85263,                0.41435,                0.42912,                0.40457,                0.30566,                 1.0003,                 2.8385,                0.95255,              0.0098604,              0.0098604,              0.0098604
                    707,                 0.5694,                0.51746,                0.82093,                0.40229,                0.45241,                0.40034,                0.29764,                 1.0153,                 2.8596,                0.95578,              0.0098602,              0.0098602,              0.0098602
                    708,                0.59241,                0.50604,                0.82383,                0.36947,                0.44473,                0.40873,                0.30892,                 1.0125,                 2.7967,                0.95906,                0.00986,                0.00986,                0.00986
                    709,                0.63171,                 0.5231,                0.84072,                 0.3746,                0.41948,                 0.4143,                0.31277,                 1.0093,                 2.7071,                0.96007,              0.0098598,              0.0098598,              0.0098598
                    710,                0.56406,                0.51971,                0.84562,                0.35155,                0.45421,                0.40296,                0.30527,                 1.0169,                 2.6774,                0.95839,              0.0098596,              0.0098596,              0.0098596
                    711,                0.53828,                0.48647,                0.82879,                0.27152,                0.41963,                0.37869,                0.28565,                  1.036,                 2.7393,                0.95738,              0.0098594,              0.0098594,              0.0098594
                    712,                0.58125,                0.54327,                0.83665,                0.27667,                0.41857,                0.38077,                0.28877,                 1.0401,                 2.7673,                0.95184,              0.0098592,              0.0098592,              0.0098592
                    713,                 0.5208,                 0.4788,                0.82422,                0.27395,                0.41404,                0.38826,                0.29512,                  1.025,                  2.754,                0.95612,               0.009859,               0.009859,               0.009859
                    714,                0.56333,                0.50698,                 0.8367,                0.32663,                0.43006,                0.39276,                0.30543,                 1.0229,                 2.7098,                 0.9585,              0.0098588,              0.0098588,              0.0098588
                    715,                 0.5269,                0.48184,                 0.8373,                0.30555,                0.49053,                0.42153,                0.31735,                 1.0315,                 2.5126,                0.96098,              0.0098586,              0.0098586,              0.0098586
                    716,                0.63724,                0.52168,                0.83992,                 0.2941,                0.45958,                0.40645,                 0.3142,                 1.0203,                 2.5233,                0.95987,              0.0098584,              0.0098584,              0.0098584
                    717,                0.56394,                0.49279,                0.82583,                0.32565,                0.50358,                0.41987,                0.31842,                 1.0434,                 2.5354,                 0.9589,              0.0098582,              0.0098582,              0.0098582
                    718,                0.61856,                0.49125,                0.84208,                0.36972,                0.50867,                0.42754,                0.33195,                 1.0209,                 2.5409,                0.95937,               0.009858,               0.009858,               0.009858
                    719,                0.57641,                0.49401,                0.83602,                0.32628,                0.45902,                0.40716,                0.30974,                 1.0193,                 2.6145,                0.95161,              0.0098578,              0.0098578,              0.0098578
                    720,                0.58774,                0.51747,                0.85854,                 0.3681,                0.45239,                0.42742,                0.32235,                 1.0213,                 2.6279,                0.95354,              0.0098576,              0.0098576,              0.0098576
                    721,                0.57255,                0.50951,                0.83063,                0.34442,                0.51493,                0.43484,                0.33319,                 1.0104,                 2.5697,                0.95345,              0.0098574,              0.0098574,              0.0098574
                    722,                0.58518,                0.48677,                 0.8428,                0.29915,                0.50613,                0.44283,                0.33651,                 1.0314,                 2.5498,                0.96334,              0.0098572,              0.0098572,              0.0098572
                    723,                0.56683,                0.49854,                 0.8394,                 0.3035,                0.50349,                0.43256,                0.32648,                 1.0325,                 2.5961,                0.95441,               0.009857,               0.009857,               0.009857
                    724,                0.66198,                0.51903,                0.83171,                0.33147,                0.48665,                0.43692,                0.33031,                 1.0029,                  2.625,                0.94632,              0.0098568,              0.0098568,              0.0098568
                    725,                0.59259,                0.49801,                0.82551,                0.32519,                0.45511,                0.42536,                0.32559,                 1.0378,                  2.633,                0.95438,              0.0098566,              0.0098566,              0.0098566
                    726,                0.58072,                0.50875,                0.83436,                0.35539,                0.47349,                 0.4438,                 0.3446,                 1.0096,                 2.6067,                 0.9563,              0.0098565,              0.0098565,              0.0098565
                    727,                0.53051,                0.48658,                0.81347,                0.34275,                0.51904,                0.42649,                0.32339,                 1.0288,                 2.6507,                0.95995,              0.0098563,              0.0098563,              0.0098563
                    728,                0.62412,                0.50341,                0.84002,                0.30904,                0.52124,                0.41804,                0.32109,                 1.0229,                 2.6934,                0.95994,              0.0098561,              0.0098561,              0.0098561
                    729,                0.57822,                0.50011,                0.83277,                0.34148,                0.47353,                0.40897,                0.30872,                 1.0208,                 2.7366,                0.95838,              0.0098559,              0.0098559,              0.0098559
                    730,                0.56602,                0.52833,                0.82358,                0.30172,                0.48581,                0.40145,                0.30861,                 1.0033,                 2.7877,                0.95689,              0.0098557,              0.0098557,              0.0098557
                    731,                0.55153,                0.49621,                0.83388,                0.33383,                0.44898,                0.38568,                0.28785,                 1.0261,                 2.8805,                0.96198,              0.0098555,              0.0098555,              0.0098555
                    732,                0.60832,                0.50996,                0.84032,                0.35713,                0.44897,                0.38192,                0.28961,                 1.0063,                 2.8958,                0.95518,              0.0098553,              0.0098553,              0.0098553
                    733,                 0.6133,                0.52455,                0.84162,                0.36385,                 0.4466,                 0.3804,                 0.2872,                  1.021,                 2.8865,                0.96144,              0.0098551,              0.0098551,              0.0098551
                    734,                0.57453,                0.49416,                0.83041,                0.37126,                0.44333,                0.40308,                0.30373,                 1.0174,                   2.87,                0.96131,              0.0098549,              0.0098549,              0.0098549
                    735,                0.54424,                0.48393,                0.83792,                0.46799,                0.41561,                0.41205,                0.30845,                 1.0108,                 2.8534,                0.95651,              0.0098547,              0.0098547,              0.0098547
                    736,                0.59808,                 0.4931,                0.83752,                0.41618,                0.44015,                0.41419,                0.30942,                0.99536,                 2.8565,                0.94767,              0.0098545,              0.0098545,              0.0098545
                    737,                0.58992,                0.50944,                0.83356,                0.43429,                0.45062,                0.41944,                0.31228,                0.99485,                 2.8605,                0.94708,              0.0098543,              0.0098543,              0.0098543
                    738,                0.57415,                0.48771,                0.84727,                0.43584,                0.47542,                0.40222,                0.29746,                0.99457,                 2.8064,                0.94566,              0.0098541,              0.0098541,              0.0098541
                    739,                0.55086,                0.51066,                0.83902,                0.51731,                0.36227,                0.41285,                 0.3088,                 1.0016,                 2.8972,                0.94692,              0.0098539,              0.0098539,              0.0098539
                    740,                0.59546,                0.52111,                0.85265,                0.38071,                0.45506,                0.40141,                 0.3004,                 1.0139,                  2.908,                0.96135,              0.0098537,              0.0098537,              0.0098537
                    741,                0.58638,                0.50905,                0.82657,                0.40983,                 0.4294,                0.39794,                0.29984,                 1.0014,                  2.906,                0.95332,              0.0098535,              0.0098535,              0.0098535
                    742,                0.59925,                0.50715,                0.84048,                  0.396,                0.45163,                 0.4034,                0.30486,                 1.0161,                 2.9105,                  0.959,              0.0098533,              0.0098533,              0.0098533
                    743,                0.56392,                0.50451,                0.83173,                0.45517,                 0.4222,                0.41045,                0.30736,                 1.0142,                 2.9798,                0.95608,              0.0098531,              0.0098531,              0.0098531
                    744,                0.60014,                 0.5031,                0.84291,                0.42308,                0.42113,                0.41088,                0.31088,                 1.0149,                 2.9576,                0.95475,              0.0098529,              0.0098529,              0.0098529
                    745,                0.58373,                0.50486,                0.83454,                0.34914,                 0.4627,                0.43485,                0.33212,                0.99756,                 2.9416,                0.95563,              0.0098527,              0.0098527,              0.0098527
                    746,                0.53538,                0.49923,                0.85067,                0.38243,                0.44021,                0.42348,                0.31792,                 1.0163,                 3.0155,                0.95872,              0.0098525,              0.0098525,              0.0098525
                    747,                0.56377,                0.48784,                0.83742,                0.37811,                0.42326,                0.41749,                0.31565,                 1.0361,                 3.0151,                0.96244,              0.0098523,              0.0098523,              0.0098523
                    748,                0.59691,                0.49808,                0.83288,                0.41086,                0.42742,                0.42503,                0.32178,                 1.0095,                 2.9371,                0.95403,              0.0098521,              0.0098521,              0.0098521
                    749,                0.57617,                0.51534,                0.83972,                0.43729,                0.42621,                0.42871,                 0.3227,                 1.0331,                 2.9212,                0.95845,              0.0098519,              0.0098519,              0.0098519
                    750,                0.53796,                0.50772,                0.83358,                0.46594,                0.41185,                0.43799,                0.32978,                 1.0148,                 2.8152,                0.95744,              0.0098517,              0.0098517,              0.0098517
                    751,                0.57757,                0.48834,                0.84706,                0.41386,                0.44332,                0.43155,                0.32736,                 1.0043,                 2.7075,                0.95959,              0.0098515,              0.0098515,              0.0098515
                    752,                0.58026,                0.50368,                0.83461,                0.37871,                0.45596,                0.41818,                0.31365,                 1.0161,                 2.7178,                 0.9589,              0.0098513,              0.0098513,              0.0098513
                    753,                 0.5972,                0.51347,                0.83578,                0.41982,                0.43151,                0.40915,                0.30597,                 1.0184,                 2.7358,                0.96661,              0.0098511,              0.0098511,              0.0098511
                    754,                0.56699,                0.50016,                0.83201,                0.39562,                0.43503,                0.40126,                0.29815,                 1.0313,                 2.7511,                0.96761,              0.0098509,              0.0098509,              0.0098509
                    755,                0.57826,                0.52896,                0.84539,                0.38718,                0.44337,                 0.4237,                0.31148,                 1.0597,                 2.7119,                0.98364,              0.0098507,              0.0098507,              0.0098507
                    756,                0.59406,                0.50381,                0.83755,                0.50121,                0.39585,                0.43005,                 0.3144,                 1.0632,                 2.7097,                0.98608,              0.0098505,              0.0098505,              0.0098505
                    757,                0.57562,                0.50428,                0.83404,                0.31923,                0.44612,                0.43154,                0.31503,                 1.0564,                 2.7447,                0.98221,              0.0098503,              0.0098503,              0.0098503
                    758,                0.55978,                0.52435,                0.83883,                  0.344,                0.49155,                 0.4347,                0.32313,                 1.0645,                 2.7584,                0.98434,              0.0098501,              0.0098501,              0.0098501
                    759,                 0.5718,                0.50747,                0.83654,                0.37378,                0.47522,                0.44433,                0.33155,                 1.0268,                 2.6933,                 0.9747,              0.0098499,              0.0098499,              0.0098499
                    760,                0.54887,                0.48561,                0.83421,                 0.3281,                0.49253,                0.44039,                0.32741,                  1.019,                 2.6951,                0.96868,              0.0098497,              0.0098497,              0.0098497
                    761,                 0.5898,                0.51922,                0.84764,                0.35621,                0.47713,                0.42824,                0.32302,                 1.0255,                 2.7364,                0.96671,              0.0098495,              0.0098495,              0.0098495
                    762,                 0.5824,                0.50483,                0.83237,                0.36519,                 0.4778,                0.41373,                0.31112,                 1.0255,                  2.803,                 0.9665,              0.0098493,              0.0098493,              0.0098493
                    763,                0.53673,                0.51315,                0.83819,                0.43761,                0.40578,                 0.4148,                0.31236,                 1.0319,                 2.8255,                0.96783,              0.0098491,              0.0098491,              0.0098491
                    764,                0.51633,                0.46706,                0.81302,                0.35473,                0.43849,                0.40709,                0.30626,                 1.0364,                 2.8598,                 0.9647,              0.0098489,              0.0098489,              0.0098489
                    765,                0.57798,                0.49071,                0.83765,                0.35176,                0.45573,                0.40611,                0.30667,                 1.0359,                  2.854,                  0.966,              0.0098487,              0.0098487,              0.0098487
                    766,                0.63814,                0.51624,                0.83263,                0.32428,                0.47284,                0.42682,                0.31299,                 1.0555,                 2.8564,                0.96397,              0.0098485,              0.0098485,              0.0098485
                    767,                0.57609,                0.50159,                0.83723,                0.32724,                0.46495,                0.42903,                0.31935,                 1.0423,                 2.8823,                0.96297,              0.0098483,              0.0098483,              0.0098483
                    768,                0.54485,                0.48643,                0.82873,                0.38724,                0.44746,                0.42604,                0.31899,                 1.0407,                 2.8584,                0.96959,              0.0098481,              0.0098481,              0.0098481
                    769,                0.55088,                0.46911,                0.83325,                0.39171,                0.47045,                0.41532,                0.31002,                 1.0439,                 2.8116,                 0.9616,              0.0098479,              0.0098479,              0.0098479
                    770,                0.55719,                0.48319,                0.85052,                 0.3891,                 0.4692,                0.41224,                0.31061,                 1.0419,                 2.7821,                0.96649,              0.0098477,              0.0098477,              0.0098477
                    771,                0.57333,                 0.4971,                0.85063,                0.40598,                0.49204,                0.42934,                0.32107,                 1.0442,                 2.8385,                0.96534,              0.0098475,              0.0098475,              0.0098475
                    772,                0.57717,                0.48727,                 0.8352,                 0.3391,                0.48737,                0.43337,                0.32539,                 1.0495,                 2.8897,                0.96006,              0.0098473,              0.0098473,              0.0098473
                    773,                0.55544,                0.46305,                0.83047,                0.34552,                0.48428,                0.41595,                0.30874,                 1.0394,                 2.8855,                0.96295,              0.0098471,              0.0098471,              0.0098471
                    774,                0.58119,                0.48287,                0.84356,                0.35594,                0.47086,                0.43454,                0.32299,                 1.0443,                 2.9253,                0.96042,              0.0098469,              0.0098469,              0.0098469
                    775,                0.55311,                0.49428,                0.83138,                0.35799,                0.43934,                0.44138,                0.32655,                 1.0205,                 2.9848,                0.95922,              0.0098467,              0.0098467,              0.0098467
                    776,                0.54659,                0.50608,                0.81934,                0.35273,                0.44347,                0.45704,                0.34567,                 1.0054,                 2.9625,                0.95629,              0.0098466,              0.0098466,              0.0098466
                    777,                0.58307,                0.50292,                0.83649,                0.33792,                0.45779,                0.44692,                0.33519,                      1,                 2.9215,                 0.9536,              0.0098464,              0.0098464,              0.0098464
                    778,                0.57715,                0.47093,                0.83538,                0.35242,                0.47445,                0.45398,                 0.3433,                0.99709,                 2.8794,                0.95541,              0.0098462,              0.0098462,              0.0098462
                    779,                0.53072,                0.46873,                0.83689,                0.44533,                 0.4287,                0.46477,                0.34973,                 0.9943,                 2.8779,                0.95566,               0.009846,               0.009846,               0.009846
                    780,                0.55999,                0.47863,                0.83896,                0.44523,                0.42277,                0.45751,                0.34784,                0.98613,                 2.8859,                0.94864,              0.0098458,              0.0098458,              0.0098458
                    781,                0.55223,                0.46262,                0.83621,                0.38922,                0.45774,                0.44497,                0.33798,                0.98721,                 2.8479,                0.94909,              0.0098456,              0.0098456,              0.0098456
                    782,                0.57522,                0.46168,                0.82459,                0.36988,                0.44715,                0.44463,                0.33414,                 1.0002,                 2.8634,                0.95166,              0.0098454,              0.0098454,              0.0098454
                    783,                0.55792,                0.47718,                0.83673,                0.35593,                0.44763,                0.43868,                0.33589,                0.98296,                 2.9074,                0.94991,              0.0098452,              0.0098452,              0.0098452
                    784,                0.57226,                0.49726,                0.84108,                0.34846,                0.43537,                0.42374,                0.32229,                0.97323,                 2.8912,                0.94936,               0.009845,               0.009845,               0.009845
                    785,                 0.5592,                0.47687,                 0.8397,                0.40322,                0.39977,                0.39986,                0.30393,                0.97649,                 2.8984,                0.94542,              0.0098448,              0.0098448,              0.0098448
                    786,                0.57462,                0.50299,                0.84764,                 0.4354,                0.39157,                0.39653,                0.30062,                 0.9753,                 2.8395,                0.94276,              0.0098446,              0.0098446,              0.0098446
                    787,                0.56797,                0.49333,                0.83206,                0.38666,                0.44712,                0.37872,                0.29199,                0.95781,                 2.8405,                0.93712,              0.0098444,              0.0098444,              0.0098444
                    788,                0.54098,                0.47181,                0.84606,                0.41626,                0.41925,                0.37064,                0.28584,                0.95749,                 2.8908,                0.93448,              0.0098442,              0.0098442,              0.0098442
                    789,                0.58723,                 0.4927,                0.84877,                0.54016,                0.35729,                0.37995,                0.29243,                0.96341,                 2.8595,                 0.9419,               0.009844,               0.009844,               0.009844
                    790,                0.57935,                0.46428,                0.83066,                0.50646,                0.35722,                0.40083,                0.30626,                0.97467,                 2.8263,                0.94029,              0.0098438,              0.0098438,              0.0098438
                    791,                0.55327,                0.46063,                0.82825,                0.49231,                0.36911,                0.40699,                0.30791,                 0.9854,                 2.8675,                0.94349,              0.0098436,              0.0098436,              0.0098436
                    792,                0.60542,                0.45938,                0.83014,                0.37671,                 0.3749,                0.41411,                0.31493,                0.98814,                 2.8586,                0.94449,              0.0098434,              0.0098434,              0.0098434
                    793,                0.55291,                0.44706,                0.81451,                0.36528,                0.42061,                0.40242,                0.30185,                0.99452,                 2.8574,                0.94555,              0.0098432,              0.0098432,              0.0098432
                    794,                0.58461,                0.49115,                0.84714,                 0.3245,                0.42554,                0.42781,                0.31906,                 1.0023,                 2.9015,                0.94842,               0.009843,               0.009843,               0.009843
                    795,                0.52103,                0.47741,                0.81475,                0.35287,                0.41304,                0.39946,                0.30075,                 1.0088,                 2.8767,                0.95077,              0.0098428,              0.0098428,              0.0098428
                    796,                0.59176,                0.49996,                0.86002,                0.31496,                0.41234,                0.39737,                0.29672,                0.99206,                 2.8791,                0.94463,              0.0098426,              0.0098426,              0.0098426
                    797,                0.56475,                 0.4947,                0.84567,                0.47879,                0.34985,                0.40666,                0.30739,                0.97853,                  2.853,                0.94271,              0.0098424,              0.0098424,              0.0098424
                    798,                0.55246,                  0.483,                0.82734,                 0.5196,                0.35175,                0.40287,                0.30397,                 0.9695,                 2.8838,                0.94083,              0.0098422,              0.0098422,              0.0098422
                    799,                0.53868,                0.48167,                0.83543,                0.32245,                0.43675,                0.40546,                0.30084,                0.98261,                 2.8936,                0.94275,               0.009842,               0.009842,               0.009842
                    800,                0.59497,                0.48191,                0.83537,                0.32691,                0.42745,                0.39723,                0.29772,                0.99028,                 2.9641,                0.94221,              0.0098418,              0.0098418,              0.0098418
                    801,                0.54962,                0.46298,                0.83349,                 0.3462,                0.41098,                0.40197,                0.29935,                0.96943,                 2.9771,                0.94026,              0.0098416,              0.0098416,              0.0098416
                    802,                0.53437,                0.47005,                0.83511,                0.30179,                0.39068,                 0.3906,                0.29164,                0.99396,                 2.9887,                0.94247,              0.0098414,              0.0098414,              0.0098414
                    803,                0.61193,                0.49597,                 0.8488,                 0.3096,                0.42848,                0.42263,                0.31401,                 1.0015,                 2.9175,                0.94945,              0.0098412,              0.0098412,              0.0098412
                    804,                0.58035,                0.49478,                0.84352,                0.35554,                0.44748,                0.42416,                0.31584,                 1.0246,                 2.9534,                 0.9541,               0.009841,               0.009841,               0.009841
                    805,                0.53647,                0.45072,                0.82736,                0.36387,                 0.4902,                0.41519,                0.30981,                0.99158,                  2.836,                0.94914,              0.0098408,              0.0098408,              0.0098408
                    806,                0.56028,                0.46635,                0.81969,                0.38903,                0.48803,                0.42005,                0.31002,                 1.0155,                 2.8447,                0.95609,              0.0098406,              0.0098406,              0.0098406
                    807,                0.52086,                0.47107,                0.84231,                0.41595,                0.43155,                0.38626,                0.29333,                 1.0092,                 2.9447,                0.95823,              0.0098404,              0.0098404,              0.0098404
                    808,                0.57537,                0.48548,                 0.8221,                  0.375,                0.47865,                 0.3749,                0.28872,                0.99804,                 2.9456,                0.95214,              0.0098402,              0.0098402,              0.0098402
                    809,                0.57659,                0.48339,                0.83228,                 0.3828,                0.46202,                0.37324,                0.28075,                 1.0293,                 3.0254,                0.96264,                0.00984,                0.00984,                0.00984
                    810,                 0.5403,                0.47963,                0.83457,                 0.3628,                0.47133,                0.38213,                 0.2908,                 1.0055,                 3.0619,                0.95512,              0.0098398,              0.0098398,              0.0098398
                    811,                0.53643,                0.47624,                0.82857,                0.38874,                0.42836,                  0.372,                0.27822,                 1.0145,                 3.1618,                0.95033,              0.0098396,              0.0098396,              0.0098396
                    812,                0.54684,                0.48904,                0.82823,                0.37779,                0.43138,                0.38605,                0.29106,                 1.0503,                 3.1355,                0.96003,              0.0098394,              0.0098394,              0.0098394
                    813,                0.54132,                0.48198,                0.82329,                0.40472,                0.43062,                0.39477,                0.29465,                 1.0135,                 3.1605,                0.94943,              0.0098392,              0.0098392,              0.0098392
                    814,                0.52869,                0.45366,                0.82343,                0.39009,                0.38193,                0.37498,                0.28251,                 1.0213,                 3.1835,                0.95134,               0.009839,               0.009839,               0.009839
                    815,                0.59347,                  0.482,                 0.8324,                0.38912,                0.38105,                0.38094,                0.29048,                 1.0244,                 3.1938,                0.95525,              0.0098388,              0.0098388,              0.0098388
                    816,                0.56193,                0.47667,                0.83618,                0.38855,                0.38814,                 0.3764,                0.29104,                 1.0001,                 3.1409,                0.95027,              0.0098386,              0.0098386,              0.0098386
                    817,                 0.5638,                 0.4739,                0.85587,                0.34972,                0.39171,                0.38322,                 0.2905,                 1.0245,                 3.1184,                0.95948,              0.0098384,              0.0098384,              0.0098384
                    818,                0.54045,                0.46703,                0.83262,                0.34504,                0.39959,                0.36543,                0.27804,                  1.012,                 3.1178,                0.95772,              0.0098382,              0.0098382,              0.0098382
                    819,                 0.5627,                0.48612,                0.84651,                0.36836,                0.38904,                0.38391,                0.29698,                0.99139,                 3.0726,                0.95773,               0.009838,               0.009838,               0.009838
                    820,                 0.5939,                0.46739,                 0.8456,                0.41254,                0.37919,                0.39184,                 0.2967,                 1.0239,                 3.0698,                0.95726,              0.0098378,              0.0098378,              0.0098378
                    821,                0.53399,                0.47461,                0.83955,                0.35102,                0.40054,                0.39091,                0.30048,                0.99408,                  2.965,                0.95162,              0.0098376,              0.0098376,              0.0098376
                    822,                0.49492,                0.45953,                0.82928,                 0.3661,                0.41265,                 0.3927,                0.30114,                0.99518,                 2.9503,                0.94833,              0.0098374,              0.0098374,              0.0098374
                    823,                0.51809,                0.47035,                0.83952,                0.30013,                0.36861,                0.37234,                0.27956,                0.99371,                 2.9329,                0.95208,              0.0098372,              0.0098372,              0.0098372
                    824,                0.56212,                0.49077,                 0.8307,                0.30722,                0.37909,                0.37801,                0.28313,                 1.0275,                 2.9463,                0.95678,               0.009837,               0.009837,               0.009837
                    825,                 0.5683,                 0.4639,                 0.8256,                 0.2763,                0.40309,                0.37304,                 0.2815,                 1.0211,                 2.9499,                 0.9561,              0.0098368,              0.0098368,              0.0098368
